88	If you select hobgoblin as your race you start with proficiency in light armor and may take the moderately armored feat giving you a proficiency with both medium armor and shields allowing for an ac of up to 19 (24 with the shield spell)
89	A very literal reading of http://www.d20srd.org/srd/environment.htm would tell us that exposure to fire only deals damage if a character's "clothes or hair" catches fire. That damage is not explicitly described as fire damage. However it's possible the character might be at risk of heatstroke, depending on whether their fire resistance counted as "a way to get cooled off". In practice, every DM I have played with would rule that lying in a fire deals at least 1d6 fire damage per round. Tieflings only have fire resistance 5, so they would take damage roughly once per 36 seconds. A DM might rule that a sufficiently small fire might only deal 1d4 fire damage, in which case a bald naked tiefling would be immune. Even in this case, there are no rules about what sort of distraction a character can or cannot sleep through. You'd have to ask your DM.
90	They can probably indefinitely endure a very small fire, but not necessarily sleep in it There's no general rule in the core about exactly how much damage various sizes of fire can do, but we know that being personally on fire deals 1d6 damage per round, so we can imagine that being exposed to a very small fire (such as that of a single torch) probably deals less damage than that - say 1d4 or 1d3. Tieflings have Fire Resistance 5, so as long as a source of fire damage can only do 5 or less damage to them in a single instance, they are functionally immune to that fire - it cannot do them any damage. You could imagine that a naked tiefling could hold a torch to themselves without fear of suffering any damage or catching fire. However, Fire Resistance is not Fire Immunity, and Fire Resistance 5 is not very much resistance. Even a very small source of fire is potentially only a couple of points of damage shy of being able to physically harm the Tiefling, and the heat of that would still be painful and distracting even if it's not quite sufficient to cause hit point damage, so I wouldn't imagine that it's realistic to sleep in those circumstances. If the fire is sufficiently large that it can completely surround the Tiefling, that's clearly at least equivalent to being personally on fire and should deal at least 1d6 damage per round, meaning that it will sometimes overcome the Tiefling's Fire Resistance and they would (albeit perhaps slowly) take damage. The rules don't seem to support a Tiefling sleeping comfortably in a bed of fire unless they've got some other source of Fire Resistance that's much more significant. What might be a more plausible could be a Tiefling sleeping in the embers of a small campfire, which would still be far too hot for a creature without Fire Resistance of some kind but should be much less damaging than an actual fire.
91	No. (At least not by default.) The 3.5 Tiefling was printed in Races Of Destiny, and does not include any fire resistance. If Little Lucy the tiefling curls up in a campfire, she will need to make reflex saves to avoid catching on fire (1d6 damage), then another reflex save each round to put the fire out and not take another 1d6 damage. I am not able to find general rules for sleeping, but would expect that to wake Lucy up. If you are using the earlier Forgotten Realms Tiefling (which is 3.0 content, reprinted in the 3.5 Monster Manual but then overridden by Races Of Destiny), Lucy has fire resistance 5. Even with this, the fire still deals 1 point of damage every time the d6 result is “6”. As such, Lucy is awakened (on average) once every 36 seconds. Of course, if it’s important to you that your character can curl up in a campfire, that’s doable. You probably only need fire resistance 6 to make that work, so you can do something goofy like taking two flaws and the feats fiendish heritage, fiendish resistance, and fiendish power (all from complete mage) at first level. That yields fire resistance 6 (plus a bunch of other minor benefits).
92	I am not a lawyer, and I am certainly not your lawyer. I have worked on publications that leveraged the Open Game License, but I was in no way involved in OGL compliance, and in any event none of those publications attempted to do what you are discussing in this question. I offer this as an interested layman’s understanding, and strongly urge you to speak with a lawyer before you publish anything, particularly for sale. Anyway, from the Open Game License, §7: Use of Product Identity: You agree not to Use any Product Identity, including as an indication as to compatibility, except as expressly licensed in another, independent Agreement with the owner of each element of that Product Identity. You agree not to indicate compatibility or co-adaptability with any Trademark or Registered Trademark in conjunction with a work containing Open Game Content except as expressly licensed in another, independent Agreement with the owner of such Trademark or Registered Trademark. The first sentence says that anything published under the OGL cannot “Use any Product identity,” with a capital U in “Use.” That references §1 part g, "Use", "Used" or "Using" means to use, Distribute, copy, edit, format, modify, translate and otherwise create Derivative Material of Open Game Content. Referring to something by name is known, as I understand things, as “nominative use,” which probably falls under the definition of “Use” meaning “to use.” (Ridiculous, I know.) I believe that “nominative use” does not fall under creating “Derivative Material,” but I’m not 100% sure of that either. Anyway, normally nominative use is a thing you can do, but the OGL is saying that you agree not to. Thus, as I have understood things, part of the deal with the OGL is that you can use stuff you otherwise couldn’t, but there is a trade-off where you agree not to do things you otherwise could—which includes this kind of nominative use. So my understanding is that no, you cannot do this under the OGL.
93	Besides the options listed above, the only other way I am aware of for a Wizard to use a shield is the Tenser's Transformation spell from Xanathar's Guide to Everything. Among other things, the spell gives you: You have proficiency with all armor, shields, simple weapons, and martial weapons. The spell does prevent you from performing any spellcasting while the spell is in effect, but otherwise, it does allow a Wizard to use a shield as requested.
94	To get Shield proficiency without multiclassing you could use the Mountain Dwarf, Hobgoblin, or Githyanki races, all of which provide you with light armor proficiency. If your DM allows the Supernatural Gift from Mythic Odysseys of Theros with feats, you could also get the Moderately Armored feat right off the bat at 1st level. Choose to get money for equipment instead of the standard equipment. Then you can buy scale mail plus a shield, for a base AC of 16 +2 Dex max = 18 AC. When you can, buy a Half Plate Armor for AC of 17 +2 Dex max = 19 AC.
95	Blitz games will have 1-5 minutes per side. Most tournaments will have 1-3 hours per side. A popular setup is 1-2 hours per side for the first 40 moves, plus an additional ½-1 hours each after the 40th move. They may also allow Bronstein/Fischer time, if the clock supports it. The official FIDE time settings are 90 minutes for the first 40 moves + 30 minutes after move 40 + 30 seconds for every move. The 2010 world championship was "120 minutes, with 60 minutes added after move 40, 15 minutes added after move 60, and 30 additional seconds per move starting from move 61." I've heard of World Championships going up to 8-hours per side, though.
96	Fast time controls are more current these days. You can find a lot of 30/30 (each player has 30 moves to make in 30 minutes) and G/30 (each player has 30 minutes to make all of his moves) in over the board tournaments. Slow time controls are still out there, but with the rise of Internet chess, even over the board tournaments are going with quicker time controls. On the Internet clubs you can find blitz chess (usually something between 3 and 15 minutes for each player to make all of his moves) and bullet chess (under 3 minutes for each player to make all of his moves); although the Internet allows for slow chess too, it may take a while of waiting, and good deal of patience, to get a game.
97	You are referencing the wrong part of the MTR for you question the relevant part is a few paragraphs above that. Players are allowed to share prizes they have not yet received in the current tournament as they wish and may agree as such before or during their match, as long as any such sharing does not occur in exchange for any game or match result or the dropping of a player from the tournament. As an exception, players in the announced last round of the single-elimination portion of a tournament may agree to divide tournament prizes as they wish. In that case, one of the players at each table must agree to drop from the tournament. Players are then awarded prizes according to their resulting ranking. [MTR 5.2] So what they are allowed to do is combine their prizes (4 + 1 in this case) and split them anyway they choose to, from 5-0 to 0-5 or anything in between. Then one of the 2 players drops from the tournament and they get their prizes and split them up as previously agreed. The portion you quote is intended more for when you are in single elimination brackets, but you haven't gotten to the final 2 yet. For example at an FNM after 4 rounds of Swiss and a cut to Top 8, it is 1am and everyone wants to go home to sleep, as long as all the players and the TO agree they can stop the tournament there and split all of the prizes that would go to the Top 8 spots evenly between all of them. The rules do not state what happens if the prize payout in this case is not evenly divisible by the number of players.
98	These rules have 2 and 3 person variant rules. So yes you can play with 2 or 3 people as well. Here's the relevant rule changes: Two-Player Mah Jong This is good practice for beginners although not quite such a good game as the more typical version with 4 players. One player plays East, the other West. The preliminaries are conducted in the same way as for the 4 player game, 4 walls are built and the game starts with East's discard. The game continues as with the standard game but with the following differences: No chows are allowed and therefore before either player can go Mah Jong, the player must gather four doubles or be entitled to the limit or half-limit score. When scoring, East Wind neither pays nor receives double. When scoring, the player going Mah Jong has a lower score than the player's opponent, the player with the Mah Jong receives the normal total score plus the difference between the scores. Three-Player Mah Jong There are two main ways to play three-player Mah Jong. One common way to play is with four walls but to have the North wind position as a 'dummy'. The alternative is to play with 3 walls in a triangle. The 'dummy' method results in a satisfactory game but there are a number of special rules that are required and Masters Traditional Games believes that the triangular game for three players is simpler and more elegant and so that is our recommendation. In South East Asia, Triangular Mah Jong is so popular that there are companies who make special triangular Mah Jong tables. Triangular Mah Jong for 3 players eliminates the North position completely and the 4 North wind tiles are removed from the set before starting so that a set of 132 tiles are used. The walls therefore consist of 22 stacks (44 tiles) in a triangle shape and there are 3 hands in each round and 3 or 4 rounds as agreed. Other than that, the game is played in the same way as for 4 player Mah Jong. If flowers and seasons are included, one season and one flower is removed, usually Winter and Bamboo tiles so that 138 tiles are used and each wall consists of 23 stacks (46 tiles).
99	Equipment will fall off, and Auras most likely will as well. Equipment can only be attached to creatures. If it finds itself attached to a non-creature permanent, like when the Ojutai Monument turns back into a plain old non-creature artifact, that's illegal, and it'll be detached. 301.5. Some artifacts have the subtype “Equipment.” An Equipment can be attached to a creature. It can’t legally be attached to an object that isn’t a creature. 704.5p If an Equipment or Fortification is attached to an illegal permanent, it becomes unattached from that permanent. It remains on the battlefield. If an Aura says "Enchant Creature" on it, that means it can only be attached to creatures. So if it finds itself attached to a non-creature artifact instead, that's illegal, and it's put into its owner's graveyard. If on the other hand the enchantment said "Enchant permanent" (e.g. Take Possession) it'd be able to stay attached. 702.5a Enchant is a static ability, written “Enchant [object or player].” The enchant ability restricts what an Aura spell can target and what an Aura can enchant. 704.5n If an Aura is attached to an illegal object or player, or is not attached to an object or player, that Aura is put into its owner’s graveyard.
100	Bullet: one minute per player for all moves Blitz: 5 minutes per player for all moves Quickplay: 20, 30 or 40 minutes per player for all moves Quick tournament: 1 hour 30 mins to reach move 35, then 30 mins to finish (per player) FIDE tournament: 1 hour 30 minutes to reach move 40, then 30 mins to finish, plus 30 seconds per move (per player) Slow tournament: 2 hours to reach move 40, then one extra hour to reach move 60, then 40 mins to finish (per player) Lightning: 10 seconds per move Hourglass: 1 to 2 mins each to start with. the time you lose is added to the opponent's clock, and vice versa Fischer delay: 5 seconds (usually, can be less) are added to your clock after every move
101	Forcing players to trade is not part of the game. You can try to make her an offer. But she has the right to refuse it. If a player has one of each color, they have a strong trade point because they can stop the formation of all combinations. I advise you to make her an offer she will benefit from. So to guarantee her at least one full set she can use to increase her wealth. But maybe she likes your company and goes for the slow game.
102	We have a mahjong set and regularly play with only three people but using the same rules as the four-player game. The only difference is that it is often slightly easier for someone to win with three players. That said, we still goulash every so often. The two player game is also possible using different rules, usually with making all pairs in a hand, however I find this method a bit boring so we still play normal rules with two players. That way someone always wins a hand, just more quickly. One piece of advice I have is to treat the game as fun! I have met many people who are so serious about what is or isnt 'allowed' in playing mahjong that it can be a bit off putting. Why not try the usual play with fewer people--it's just as much fun even if you aren't changing the rules to suit fewer than four...
103	In the series Smallville, Superman is weak to any form of magic, or at least doesn't have any kind of protection against it. Just as with anyone who is heavily protected, a chink in the armor can prove fatal. There's an excelent article about this very topic as well on How Stuff Works. Basically, it pits Superman vs Harry Potter and Gandalf, to which they suppose he would lose both battles.
104	In Superman/Shazam!: The Return of Black Adam, it is revealed that Superman is susceptible to Black Adam's magical powers. Outside, the battle rages on between Superman and Black Adam. Superman is barely able to hold his own against the magical based powers of his foe. Superman is again subdued by his adversary and is rendered unconscious.
105	From Wookieepedia: Due to the weightlessness of plasma and the strong gyroscopic effect generated by it, lightsabers required a great deal of strength and dexterity to wield, and it was extremely difficult—and dangerous—for the untrained to attempt using. However, in the hands of an expert of the Force, the lightsaber was a weapon to be greatly respected and feared. Basically, the Jedi order is an order of discipline, and a demonstration of that discipline is the use of their chosen weapon. To the general public the light saber would be nearly anachronistic by the time of the events of the original movies. Pointed to by Obi-Wan saying that it "This is the weapon of a Jedi Knight. Not as clumsy or random as a blaster; an elegant weapon for a more civilized age." 'Normal' people don't use them because they are too difficult, and too obsolete in most people's hands. While it is true that non-force attuned people physically CAN use light sabers, they generally avoid it because they are dangerous and not worth it in the end. Add to that the fact that all of the really cool things about light sabers (deflecting blaster bolts etc) generally come from force-influenced reflexes and so at its best in a normal persons hands its a glowing sword in a world filled with guns.
106	The answer is obviously yes, if only because Grievous wasn't a Jedi or Sith and he was successful at handling 4 lightsabers simultaneously (and if I remember correctly, even managed to defeat several Jedi before facing Obi Wan). An extremely skilled one, according to Wookieepedia: After being made Supreme Commander, Grievous proceeded to wreak havoc on the Republic for the three-year–span of the Clone Wars. The general was trained in the art of lightsaber combat by Dooku himself, who was also a Sith Lord. Grievous was a quick study and eventually came to be recognized as one of the most skilled duelists in the galaxy.
107	There have been records of non-Force-sensitive people using lightsabers, but because the blades don't have any weight, they are rather awkward to use. Force-sensitive people can wield them the way they do because of the extra sense and reflexes the Force gives them.
108	While it might be difficult for a non-force user to wield and fight with a lightsaber, it has been known to happen: From Ask A Jedi: Han Solo did it, but didn’t fight with it. In a non-canon story Boba Fett did however. In Episode III, the Clone Wars miniseries, and Star Wars: The Clone Wars General Grevious does too. In Star Wars: The Clone Wars season 2 Pre Viszla does it as well as one of the thieves who stole Ahsoka’s. In season 3 of the same show we know Cad Bane jumps on the bandwagon as well. Finally we have Anja Gallandro, who appeared in Star Wars: Young Jedi Knights in the novel Return to Ord Mantell by Kevin J Anderson and Rebecca Moestra. So we have G, T, and C canon examples of it happening.
109	In Kingdom Come when Wonder Woman and Superman are in space, Superman cuts himself on her sword. Wonder Woman warns him to be careful as he is weak to magic and the sword was forged by the gods. Since KC Superman was identical to normal universe superman until the divergence point, then the answer is clearly yes. This is further expanded on in World War 3 when Black Adam goes crazy, and Superman states he isn't a match for him. Those are the most prominent examples that comes to mind.
110	No. Superman is no more vulnerable to magic than any other person in the DC Universe. But given his range of powers and normal ranges of invulnerability, this is counted as a great weakness relatively speaking. While magic-users do not abound in the DC Universe, there are a number of magical phenomenon which can make confrontations against those forces a surprise for the Man of Steel. Superman is indeed vulnerable to only a tiny slice of phenomenon in the DC Universe, and each iteration was slightly different in their representation of those weaknesses. We will use the Golden Age Superman, Pre-Crisis Superman and Post Crisis Superman as the definitive canon models as reference. DCnU Superman's limits are still being defined, but it is likely they will not deviate too far from the norm. All canon Supermen: Derived their powers from the yellow or higher energy wavelength stars. Orange or red stars do not completely trigger the genetic capabilities that give him his powers. Under orange stars, his powers are half of their strength and under red stars he has no access to his superhuman abilities. While this has never been effectively explained, Kryptonite appears to possess the ability to prevent him from accessing the solar energy somehow stored within his cells. In addition to denying him access to his solar powers, prolonged exposure is both dangerous and ultimately toxic to him. Upon the removal of Kryptonite, depending on the exposure, his access to his powers will return relatively shortly. Only a near-death encounter will leave him drained of power. possess a weakness to specific wavelengths of radiation. Advanced species who knew of Kryptonians (such as the denizens of the Fourth World, i.e. Darkseid, Highfather and other New Gods, as well as extraterrestrials, particularly during the period of Pre-Crisis Superman who spent a considerable amount of his time in space) used weapons capable of producing radion energy. Such weapons were rare but were capable of affecting Superman. Pre-Crisis Superman was also vulnerable to exotic radiations such as Q-radiation and weapons from advanced civilizations that either harnessed red sun wavelengths, or with sufficient energy could overcome his invulnerability making him vulnerable to their effects. Green Lanterns (and presumably the Guardians) can also use their rings to emulate the wavelengths of Kryptonite radiation. have less of a weakness and simply an inability to effectively counter magical energies. The true magic of the DCU has always been considered an effect of Chaos and derived from the Lords of Chaos. Such effects of Chaos render a being whose powers are derived from Order less than effective. Superman is not an agent of Order, only that his powers are created from a technological process that is Ordered. have a vulnerability to magic that is no greater than any ordinary human's and Superman has been able to fight magical foes, granted with more difficulty, but his overall effectiveness is on par with any of his other villains. One supposition used during the Byrne era's Superman was that magic bypasses his ability to defend against it due to his inability to understand it. Other suppositions assumed his alien heritage left him vulnerable but who can be sure? As usual, DC has never effectively explained why magic works against him when so many other things do not. Inconsistent storytelling with poorly defined mechanics Given that magic is not explained effectively, it can be inferred that metahumans such as Black Adam and Captain Marvel who derive their powers from a magical source are more effective against Superman and that would be a misnomer. The strength of Hercules used by Captain Marvel is super-strength on par with Superman's. His ability to affect Superman is because his strength is as great as Kal-el's not because it is an active magical effect. Unless the Captain or Black Adam are using a directed energy attack such as the Summoning Lightning Discharge against Superman, or a directed magical energy attack, it is a struggle of physical equals. However, the summoning lightning is a powerful directed magical attack and has been used against Superman to stun and weaken him. Magical objects, weapons and the like are able to affect him and bypass his natural defenses. Hence Wonder Woman's weapons, forged by powerful magical divine beings, are more than capable of harming Superman. He has also been scratched by werewolves and vampires whose magical nature is inherent and required for their very existence. In most storylines, Superman has been considered to be equal to or slightly ahead of Captain Marvel in terms of raw power and durability. Superman has always been considered to be the DCU flagship hero on Earth in terms of physical superiority with Captain Marvel being considered second to him and titled "the World's Mightiest Mortal". Given that DC prefers to have the two characters locked in a perpetual dead heat because it promotes fanboy enthusiasm, it will likely never be revealed which of them is more powerful. A note: All of the references used as examples in other answers are non-canon references, Superman/Shazam!: The Return of Black Adam, Smallville and Kingdom Come are all divergent timelines/continuities and do not reflect canon Superman. Nor should they be used as definitive references to the character.
111	Presumably, "their tears have healing powers" as Dumbledore puts it is an accurate description. You can not "heal" an inanimate object, which the diary is, so Phoenix tears would have been ineffective on the notebook. Moreover, the tears may have been able to neutralize the Basilisk poison, but the poison ALREADY did the damage to the notebook - it wasn't like it was slowly spreading around the notebook with the blood flow (as was happening to Harry) doing more damage.
112	Superman has indeed been shown to be vunerable to magic, at least in some universe versions For example, when he encountered Arathaza (New Earth, written/illustrated by John Byrne), he is essentially defeated, Arathaza draining all his life force and power from him. At the end of the battle he is an old white-haired and weak man. Eventually he is able to trick Arathaza, using only human powers and cunning to take away and destroy her magical staff, thus rendering her powerless. He then immediately regains his powers.
113	I can still add: The Art of The Hobbit: Thror's Map. Copied by Bilbo Baggins Map of the Misty Mountains and the upper part of the Great River Map of the Lonely Mountain and surrounding lands Plans of the Lonely Mountain The Lonely Moutain and map of the Long Lake Wlderland, earlier version The Shaping of Middle-earth: the First 'Silmarillion' Map 'The Westward Extension' 'The Eastward Extension' 'Diagram I-III': Diagrams of the World Map IV: Arda in Valian Year 500, after the fall of the lamps Map V: [Arda] After the War of the Gods The Lost Road Chasm of Ilmen I,II The Second 'Silmarillion' Map (that's a really good one) The Return of the Shadow: older Map of the Shire Plan of Bree The earliest map of the lands south of the Map of Wilderland in The Hobbit The Treason of Isengard: The First Map of The Lord of the Rings (Maps I, Ia, II, IIIa, III, IVa-e) (Sketch-plan of the scene of the Breaking of the Fellowship) The War of the Ring: Frodo's Journey to the Morannon Minas Morghul and the Cross-roads Plan of Shelob's lair (1) Plan of Shelob's Lair (2) Harrowdale The White Mountains and South Gondor Minas Tirith and Mindolluin Plan of Minas Tirith The Second Map (West) The Second Map (East) Silmarillion: Map of Beleriand and the Lands to the North The Realms of the Noldor and the Sindar Unfinished Tales: Map of Númenor The Children of Húrin Simplified map of Beleriand Pictures: Map V of Arda: Plan of the Lonely Mountain: Early Map of Wilderland: Second Silmariliion Map:
114	Anyone could use a lightsaber, but Jedi and Sith have force reflexes to deflect bullets and do awesome stuff. So for non-force wielders, a lightsaber isn't an effective weapon at all!
115	"Every direct hit from a laser seemed to kill a storm-trooper outright, " Not necessarily true. We see troopers being hit by laser fire and falling, but we don't follow any of them to learn their actual fates. As Wookieepedia explains in greater detail, some of the basic protections the armor affords includes: The armor and body glove worn beneath were designed to disperse the energy of a blaster bolt and insulate the wearer, lessening injury It could partially deflect or disperse energy from low, medium, and high-energy blaster bolts. While the trooper may be left incapacitated, they would survive long enough to receive medical treatment. It deflected stun beams and provided general protection against explosions and shrapnel. Glancing blaster bolts were deflected or damage-reduced The armor included air filters and were fully sealed against chemical and biological attacks. Some were effective in vacuum conditions for limited times. The body glove worn beneath provided protection in hot or cold climates.
116	I always assumed that the Trooper armor was part of an all-purpose enviromenal battle suit. If you think of it in terms with our own bulletproof vests that police wear, or the Improved Ballistic Armor (IBA) that coalition forces wear, then it is there to improve the chances of a wearer's protection. The original flak jackets were made for shrapnel, and had insertable metal plates that stopped pistol rounds, while we now have plates that can stop military-grade rounds. Yeah. Nothing's foolproof. If you also think of what the Star Wars weapons are capable of (blasters are essentially particle accelerators, while lightsabers are high-frequency tight-beam energy swords), what could one use to protect against as such? Practical armor probably isn't practical; too bulky, too heavy, etc. Remember that we've had bullets for a lot longer than we've had a means to personally protect ourselves from them. You would think that a protable deflector shield would be rather standard issue, as the Gungans had them in the Battle of Naboo.
117	In the old West End Games Star Wars RPG (which was considered low canon) Stormtrooper armor is actually fairly good. It provides something like +2 resistance against energy weapons and +2D against physical. This means that when you rolled to soak damage from a blaster, you added 1D6 to your roll (for an average stormtrooper, that would make it 4d6). Against physical, you added 2d6 (making it 5d6 for an average stormtrooper). This sounds impressive (4-26 points of damage soaked) until you realize that Han's blaster (a heavy blaster pistol) deals 5d6 damage, and the blaster carbines and rifles that other characters use deal 5d6 damage as well. Lightsabers start at 5d6 damage, and add damage based on your force abilities. Pretty much any energy weapon does the same (or more) dice worth of damage as a typical stormtrooper (in armor) can soak. This gives a stormtrooper about a 50/50 chance of taking damage from any shot from the weakest blaster. The long and short of it? Stormtrooper armor isn't that effective, it's just the best there is (in common usage). Much like modern body armor isn't able to stop typical assault rifle AP rounds at typical distances, stormtrooper armor isn't designed to make the wearer invulnerable. It just serves to absorb some of the damage and give you a better chance at surviving.
118	He was referring to Simon, or perhaps merely how horrifically Simon managed to put his foot in his mouth when talking with Kaylee. Wash and Zoe come in right after this conversation between Simon and Kaylee: SIMON (smiles) Ah... Well, you're a, a kind of a genius when it comes to machines... you always say what you mean, and your eyes are... KAYLEE Yeah? Eyes, yeah? SIMON And, um... I don't know how to, um... (joking) Plus, every other girl I know is either married, professional, or closely related to me, so you're more or less, you are literally the only girl in the world. Those famous eyes of her darken considerably. She draws back. KAYLEE Mm. That's a hell of a thing to say. SIMON I was joking... KAYLEE No, no, I get it. I do. Back on Osiris you probably had nurses and debutantes crawling all over you. But down here at the bottom of the barrel, it's just me. SIMON No, that's, that's, that's not even -- KAYLEE Well, I'm glad I rated higher than dead bessie here. < Why don't you tell the cow about its beautiful eyes? > [Nee GAO-soo NA niou, TA yo shwong mei-moo?] She is storming out just as Wash and Zoe are coming in. Simon watches Kaylee despairingly. WASH Oh my god, he's grotesque! Oh, and there's something in a jar. Immediately after, Zoe comments that he (Simon) scared her (Kaylee) away again, and asks if there is anyone he is good at talking to, so it seems likely that Wash and Zoe overheard at least part of the conversation.
119	This is revealed in The Search, a comic book set after the events of The last airbender: Zuko's mother used to live in a simple village along with her boyfriend. Then the Fire Lord Azulon, upon finding the location, decided to marry her to his son, prince Ozai. This is because he found out that she was avatar Roku's daughter, and wanted to strengthen the royal bloodline. It seemed like Roku tried to hide her for that very reason. She couldn't refuse. Fast forward several years, she kept sending secret letters to her boyfriend in the village. She suspected that the letters were being intercepted, so she wrote a lie in one of these letters implying that Zuko is actually the son of her and the boyfriend, rather than Ozai's. As suspected, Ozai was indeed intercepting the letters; he was furious with that lie (he knew that it was a lie because he had spied on her for several months before meeting her) and confronted her. He decided that as punishment, he would indeed treat Zuko as if he wasn't his own son. Years later, when Azulon commands Ozai to kill his firstborn to have a taste of Iroh's loss during the war, Ozai accepted immediately. Zuko's mother stopped him and offered him a deal: she would make a poison that Ozai could use to kill Azulon and take the throne, in exchange for sparing Zuko. He accepted, but at the condition that she would leave the palace because he feared her ability to make such deadly poison. Zuko's mother went back to the village where she found her boyfriend again. They met a spirit with the ability to change someone's face and memories, and she decided to get a new face and erase her memories (so she forgot about Zuko, Ozai, Azula, Roku, etc) and lived happily. After the events of The Last Airbender, Zuko asks for Aang's help to find her. Azula also helps. They find her and restore her memories. She stays at the village.
120	They're as alive as King Arthur was around the end of his story. So not really. "Lady of the Lake" ending was quite clear on that matter. The scene was quite a direct Avalon reference, but you know that yourself. As long as Witcher video games are considered canon, they both got better though. Geralt reappeared in Witcher, and Yennefer is also set to appear in Witcher 3. As long as "Storm Season" is considered canon (which is not an obvious consideration, if you ask me), Geralt is also alive in some capacity several decades after the saga concludes, in Nimue's (the sorceress who studied Witcher's legend in "Lady of the Lake") times. Though that scene is also open to interpretation.
121	This is dealt with in the EU novel "Labyrinth of Evil". Master Sifo-Dyas commissioned the Clone Army, presumably with a small down-payment and a blank cheque from the Jedi's own accounts. Count Dooku (with the assistance of Senator, then Chancellor Palpatine) kitted the army out with fancy hardware and big ships using his own vast personal wealth and any other cash he could lay his hands on: “Questioned, the Kaminoans were. Furnished much they did.” “Did they?” Obi-Wan said in surprise. “When?” “Reticent they were when first to Kamino I went. Only what already they had told you, I heard. That Sifo-Dyas the order placed; that Tyranus the donor clone furnished. That for the Republic the clones were. Seen by the Kaminoans, neither Sifo-Dyas nor Tyranus was. But later, after attacked Kamino was, more I learned from Taun We and Ko Sai. About the payments.” “From Sifo-Dyas?” “From Tyranus.” Although the book isn't G-canon, it's noteworthy that the final 3 episodes of season 3 of Clone Wars were based on this novel. As to how Dooku/Palpatine/The Republic/The Jedi were able to afford to create a enormous clone army, it would seem to boil down to a range of payments being sourced from a variety of places: Dooku's vast personal fortune Funds skimmed from the Republic's budget by Palpatine Money taken from the Jedi budget by Sifo-Dias. Money appropriated from the Trade Federation by Dooku Sith funds.
122	Hego Damask, a leading member of the Intergalactic Banking Clan, provided Jedi Master Sifo Dyas the funds for the Clone army. Sidious first convinces Damask that the Republic must lose its faith in the Jedi. Sidious took a moment. "We will have to exploit their vanity and blind obedience to the Republic," he said with greater confidence, and as if the truth of it should be obvious. "They must be made to appear the enemies of peace and justice rather than the guardians." Damask is concerned about the PR of massacring Jedi. "Great care has to be taken not to turn them into martyrs, Darth Sidious--if in the end we want the beings of the galaxy to turn their backs to the light side of the Force." Damask at this point, wants to create an army of force-resistant creatures called the Yinchorri to fight against the Jedi. He meets with Kaminoan cloners and discusses the possibilities. He does not tell the Kaminoans why he wants to use Yinchorri. The Kaminoans explain to him that it would be a difficult procedure, but possible. They also explain that their facilities are too small to host an army. Damask provides funding for the Kaminoan cloning facilities so that they can create an army. "More important," Lac Nor said, "while we might be able to grow a few clones, our facilities are at present inadequate to produce an army of any size." "We would also need to consult with military specialist regarding programming," Ko Sai added. "That can all be arranged," Damask said. "Would you have any objections to working with Rothana Heavy Engineering?" "Of course not," Ni Timor said. "Then Damask Holdings can provide whatever funding you need." Ko Sai's eyes appeared to widen. "The Prime Minister will be very pleased to learn of this". Damask shares his concerns with Jedi masters Dooku and Sifo-Dyas about a growing threat of star systems becoming disillusioned by the Republic. During their conversation, Damask remembers what Sidious told him before (see the first quote I posted). He then decides that the clone army should be used to fight with the Jedi rather than against them. Mulling it over anew, Plagueis began to wonder whether he had taken the wrong approach on Kamino. Perhaps, he thought, it would be better to have the Kaminoans create an army capable of fighting alongside the Jedi rather than against them ... Damask later approaches Sifo-Dyas and says that an army must be created for the Republic. "Master Jedi, I want to share with you a suspicion I've been carrying like a burden." Damask paused. "I have reason to suspect that the Trade Federation has secretly been procuring more weapons than anyone realizes." ... "To go further, I predict that a civil war is brewing." ... "The Jedi will be too few to turn the tide. A military needs to be created now, while there's still a chance." I skipped the quotes for the sake of brevity, but Sifo-Dyas is reluctant at this point and encourages Damask to talk to Supreme Chancellor Valorum. Damask explains the need for secrecy by saying he can't go public with his beliefs because he would be going against some of his own clients. Sifo-Dyas is convinced that Damask's concerns are genuine and admits his own concerns. "You have read my thoughts, Magister. I have also sensed that war is imminent. I've confessed as much to Master Yoda and others, but to no avail. They give all appearances of being unconcerned. Or preoccupied. I'm no longer sure." Damask tells Sifo-Dyas about the Kamino cloning facility and their ability to raise an army. "I believe that the Kaminoans could be induced to grow an train a cloned army." Sifo-Dyas took a long moment to reply. "You said yourself that the Republic would never sanction an army." "The Republic needn't know," Damask said cautiously. "Neither would the Jedi Order have to know. It would be an army that might never have to be used, and yet be available in reserve should need ever arise." "Who in their right mind would fund an army that might never be used?" "I would," Damask said. ... "The Kaminoans will not create an army for me, but they would do so for the Jedi Order. They have been fascinated by the Jedi for millennia." ... "The Kaminoans need only a modest down payment, which I could provide to you through untraceable accounts I maintain in Outer Rim banks." Sifo-Dyas tells Damask that he has to think about it. Damask and Palpatine discuss this later on. Palpatine thought about it for a moment. "And Sifo-Dyas? Will he do it?" "Even if he decides against it, there may be a way to place the order in his name. But the Force tells me that he will do it." @Richards answer explains some of the events that occurred with Dooku and Sifo-Dyas after this.
